rg,nome,idade,cidade,doenca
51083295,Winnifred,77,Betim,gripe
51084072,Hulda,74,Contagem,dengue
51084849,Phil,5,Ribeirão das Neves,cancer
51085626,Jack,96,Belo Horizonte,pneumonia
51086403,Zilda,93,Belo Horizonte,dengue
51087180,Inez,36,Belo Horizonte,catapora
51087957,Victoriano,56,Betim,virose
51088734,Renner,20,Contagem,gripe
51089511,Anna,45,Belo Horizonte,gripe
51090288,Jannie,34,Betim,artrite
51091065,Mandie,66,Betim,fibromialgia
51091842,Clinton,18,Contagem,febre amarela
51092619,August,74,Contagem,catapora
51093396,Luellar,63,Contagem,febre amarela
51094173,Fronia,99,Belo Horizonte,pneumonia
51094950,Paulyne,11,Contagem,virose
51095727,Helga,68,Ribeirão das Neves,artrite
51096504,Georgina,50,Santa Luzia,fibromialgia
51097281,Carry,15,Santa Luzia,catapora
51098058,Agness,6,Santa Luzia,febre amarela
51098835,Theron,53,Santa Luzia,cancer
51099612,Teddie,33,Belo Horizonte,catapora
51100389,Isla,49,Contagem,fibromialgia
51101166,Walter,89,Ribeirão das Neves,dengue
51101943,Rita,36,Betim,dengue
51102720,Gust,34,Santa Luzia,virose
51103497,Paula,66,Ribeirão das Neves,febre amarela
51104274,Sheridan,27,Betim,artrite
51105051,Maisie,44,Ribeirão das Neves,dengue
51105828,Eilene,98,Belo Horizonte,artrite
51106605,Olin,75,Contagem,dengue
51107382,Cruz,13,Betim,febre amarela
51108159,Caddie,95,Santa Luzia,pneumonia
51108936,Felipe,62,Betim,pneumonia
51109713,Mildred,96,Ribeirão das Neves,fibromialgia
51110490,Calla,75,Belo Horizonte,dengue
51111267,Josiah,75,Betim,artrite
51112044,Davis,8,Ribeirão das Neves,dengue
51112821,Mickey,52,Betim,febre amarela
51113598,Rosanne,42,Belo Horizonte,catapora
51114375,Euline,30,Santa Luzia,catapora
51115152,Marcia,68,Contagem,fibromialgia
51115929,Louella,1,Ribeirão das Neves,gripe
51116706,Aretha,57,Santa Luzia,dengue
51117483,Erastus,71,Contagem,pneumonia
51118260,Stephania,84,Ribeirão das Neves,pneumonia
51119037,Mortimer,47,Betim,covid-19
51119814,Wayland,57,Betim,gripe
51120591,Ferman,42,Belo Horizonte,artrite
51121368,Freeda,32,Belo Horizonte,covid-19
51122145,Fannie,8,Ribeirão das Neves,catapora
51122922,Booker,41,Betim,dengue
51123699,Astrid,78,Belo Horizonte,fibromialgia
51124476,Sula,17,Ribeirão das Neves,catapora
51125253,Lonnie,40,Betim,artrite
51126030,Van,88,Contagem,pneumonia
51126807,Paris,61,Santa Luzia,fibromialgia
51127584,Clair,49,Santa Luzia,catapora
51128361,Foster,64,Contagem,gripe
51129138,Minnie,18,Betim,gripe
51129915,Jeff,5,Belo Horizonte,covid-19
51130692,Peggy,38,Betim,covid-19
51131469,Rice,30,Ribeirão das Neves,gripe
51132246,Jeannie,4,Contagem,catapora
51133023,Reese,6,Belo Horizonte,gripe
51133800,Refugia,86,Betim,pneumonia
51134577,Hezzie,96,Contagem,fibromialgia
51135354,Nanie,35,Belo Horizonte,artrite
51136131,Tony,60,Ribeirão das Neves,artrite
51136908,Arie,1,Ribeirão das Neves,covid-19
51137685,Douglas,66,Betim,cancer
51138462,Dillie,90,Santa Luzia,fibromialgia
51139239,Orris,64,Belo Horizonte,artrite
51140016,Mahlon,55,Ribeirão das Neves,virose
51140793,Delcie,77,Ribeirão das Neves,pneumonia
51141570,Burr,14,Ribeirão das Neves,covid-19
51142347,Mae,24,Ribeirão das Neves,dengue
51143124,Mckinley,35,Contagem,artrite
51143901,Helon,81,Ribeirão das Neves,catapora
51144678,Edythe,76,Betim,pneumonia
51145455,Leon,72,Ribeirão das Neves,catapora
51146232,Ersa,62,Betim,catapora
51147009,Julia,33,Contagem,dengue
51147786,Nolie,6,Contagem,gripe
51148563,Edythe,92,Santa Luzia,artrite
51149340,Harley,23,Ribeirão das Neves,fibromialgia
51150117,Salina,92,Betim,catapora
51150894,Classie,76,Betim,gripe
51151671,Emmet,41,Contagem,virose
51152448,Germaine,73,Contagem,pneumonia
51153225,Daphne,86,Contagem,pneumonia
51154002,Alec,80,Betim,fibromialgia
51154779,Zella,44,Contagem,febre amarela
51155556,Alyce,67,Santa Luzia,catapora
51156333,Zaida,3,Ribeirão das Neves,artrite
51157110,Ethel,65,Contagem,febre amarela
51157887,Perle,18,Belo Horizonte,cancer
51158664,Nollie,42,Betim,dengue
51159441,Name,33,Ribeirão das Neves,catapora
51160218,Pinkie,4,Belo Horizonte,artrite
51160995,Laurene,2,Betim,artrite
51161772,Docia,92,Santa Luzia,dengue
51162549,Elmer,8,Belo Horizonte,artrite
51163326,Rome,70,Ribeirão das Neves,febre amarela
51164103,Angelina,84,Belo Horizonte,dengue
51164880,Allena,26,Betim,covid-19
51165657,Rivers,11,Betim,virose
51166434,Judie,3,Belo Horizonte,artrite
51167211,Marion,19,Santa Luzia,virose
51167988,Marcus,42,Santa Luzia,pneumonia
51168765,Alfreda,34,Santa Luzia,catapora
51169542,Morris,57,Santa Luzia,cancer
51170319,Douglass,71,Santa Luzia,artrite
51171096,Pierce,31,Belo Horizonte,febre amarela
51171873,Mattie,82,Betim,virose
51172650,Olevia,55,Santa Luzia,pneumonia
51173427,Aloys,77,Belo Horizonte,virose
51174204,Lorette,41,Belo Horizonte,virose
51174981,Thirza,47,Ribeirão das Neves,cancer
51175758,Tennie,72,Betim,febre amarela
51176535,Judy,27,Betim,virose
51177312,Vela,18,Belo Horizonte,virose
51178089,Letta,99,Contagem,dengue
51178866,Luz,55,Contagem,virose
51179643,Jimmie,14,Belo Horizonte,virose
51180420,Clell,84,Contagem,cancer
51181197,Wm,91,Betim,fibromialgia
51181974,Roxanna,63,Santa Luzia,covid-19
51182751,Mart,77,Contagem,catapora
51183528,Patsy,27,Ribeirão das Neves,artrite
51184305,Matie,84,Contagem,cancer
51185082,Reinhold,32,Belo Horizonte,febre amarela
51185859,Otilia,6,Ribeirão das Neves,cancer
51186636,Odessa,25,Betim,gripe
51187413,Liza,18,Belo Horizonte,covid-19
51188190,Lovie,22,Contagem,fibromialgia
51188967,Lemma,21,Betim,cancer
51189744,Ammon,45,Betim,covid-19
51190521,Icy,47,Belo Horizonte,catapora
51191298,Chris,49,Belo Horizonte,catapora
51192075,Mike,43,Santa Luzia,catapora
51192852,Myrna,32,Contagem,artrite
51193629,Carmelita,8,Santa Luzia,febre amarela
51194406,Bud,34,Santa Luzia,virose
51195183,Vivian,95,Contagem,febre amarela
51195960,Newt,91,Belo Horizonte,febre amarela
51196737,Junious,15,Belo Horizonte,artrite
51197514,Hampton,58,Santa Luzia,cancer
51198291,Kathrine,46,Santa Luzia,dengue
51199068,Vlasta,10,Ribeirão das Neves,cancer
51199845,Julius,99,Belo Horizonte,artrite
51200622,Sister,35,Santa Luzia,virose
51201399,Edward,77,Contagem,catapora
51202176,Sigrid,45,Ribeirão das Neves,fibromialgia
51202953,Mat,63,Ribeirão das Neves,febre amarela
51203730,Raye,50,Betim,catapora
51204507,Angelita,80,Santa Luzia,pneumonia
51205284,Orlando,29,Ribeirão das Neves,artrite
51206061,Rosalee,35,Contagem,gripe
51206838,Willa,10,Santa Luzia,covid-19
51207615,Sheldon,15,Betim,artrite
51208392,Helene,98,Ribeirão das Neves,cancer
51209169,Ruth,74,Belo Horizonte,fibromialgia
51209946,Sheldon,61,Santa Luzia,cancer
51210723,Albert,79,Contagem,febre amarela
51211500,Swannie,68,Contagem,cancer
51212277,Ardena,75,Ribeirão das Neves,covid-19
51213054,Glen,22,Contagem,gripe
51213831,Irene,28,Betim,febre amarela
51214608,Cooper,79,Belo Horizonte,gripe
51215385,Cecilia,42,Betim,fibromialgia
51216162,Reita,61,Belo Horizonte,gripe
51216939,Idalia,63,Santa Luzia,covid-19
51217716,Millicent,98,Belo Horizonte,fibromialgia
51218493,Jonas,56,Contagem,fibromialgia
51219270,Ivy,61,Ribeirão das Neves,pneumonia
51220047,Vallie,47,Betim,covid-19
51220824,Percy,11,Ribeirão das Neves,virose
51221601,Lula,65,Ribeirão das Neves,covid-19
51222378,Angus,28,Betim,fibromialgia
51223155,Olie,54,Contagem,gripe
51223932,Barton,74,Belo Horizonte,cancer
51224709,Merna,47,Belo Horizonte,gripe
51225486,Amalia,5,Contagem,gripe
51226263,Bertie,17,Betim,covid-19
51227040,Bud,12,Contagem,febre amarela
51227817,Olive,91,Contagem,virose
51228594,Newell,10,Contagem,artrite
51229371,Erman,60,Santa Luzia,cancer
51230148,Floria,78,Santa Luzia,artrite
51230925,Hammond,15,Contagem,pneumonia
51231702,Palmer,83,Santa Luzia,febre amarela
51232479,Luciel,36,Belo Horizonte,cancer
51233256,Marta,88,Betim,febre amarela
51234033,Minette,15,Contagem,artrite
51234810,Clarence,70,Contagem,covid-19
51235587,Bennett,31,Belo Horizonte,cancer
51236364,Phillips,32,Betim,gripe
51237141,Dorotha,92,Contagem,virose
51237918,Beth,86,Belo Horizonte,virose
51238695,Drusilla,71,Belo Horizonte,gripe
51239472,Myrle,84,Ribeirão das Neves,covid-19
51240249,Norval,95,Belo Horizonte,catapora
51241026,Gaylord,37,Ribeirão das Neves,catapora
51241803,Burdette,95,Santa Luzia,artrite
51242580,Elmira,76,Contagem,cancer
51243357,Gerda,64,Betim,fibromialgia
51244134,Thompson,60,Santa Luzia,gripe
51244911,Lela,94,Contagem,virose
51245688,Algie,12,Contagem,dengue
51246465,Dicie,58,Betim,febre amarela
51247242,Constance,94,Santa Luzia,covid-19
51248019,Justo,14,Santa Luzia,virose
51248796,Webb,36,Betim,catapora
51249573,Jesse,14,Belo Horizonte,cancer
51250350,Edla,93,Contagem,covid-19
51251127,Wilfrid,40,Belo Horizonte,gripe
51251904,Blossom,12,Belo Horizonte,cancer
51252681,Michel,30,Betim,gripe
51253458,Horton,83,Betim,fibromialgia
51254235,Almeda,52,Contagem,pneumonia
51255012,Webb,2,Santa Luzia,dengue
51255789,Buster,19,Belo Horizonte,cancer
51256566,Lucille,37,Ribeirão das Neves,pneumonia
51257343,Electa,77,Contagem,catapora
51258120,Oza,92,Santa Luzia,catapora
51258897,Price,2,Contagem,fibromialgia
51259674,Jewell,35,Santa Luzia,dengue
51260451,Martha,67,Contagem,gripe
51261228,Ramona,88,Betim,febre amarela
51262005,Ula,84,Betim,cancer
51262782,Byrd,51,Contagem,catapora
51263559,Robbie,64,Belo Horizonte,pneumonia
51264336,Alla,97,Santa Luzia,catapora
51265113,Johanna,81,Ribeirão das Neves,cancer
51265890,Clarine,63,Belo Horizonte,catapora
51266667,Pat,16,Contagem,febre amarela
51267444,Beatriz,26,Belo Horizonte,pneumonia
51268221,Ruben,36,Santa Luzia,catapora
51268998,Loren,27,Belo Horizonte,dengue
51269775,Elisa,40,Belo Horizonte,pneumonia
51270552,Rhoda,88,Belo Horizonte,febre amarela
51271329,Francisco,35,Betim,fibromialgia
51272106,Zilpha,69,Belo Horizonte,virose
51272883,Wash,45,Contagem,catapora
51273660,Edmonia,88,Santa Luzia,covid-19
51274437,Icie,14,Ribeirão das Neves,virose
51275214,Concha,27,Belo Horizonte,fibromialgia
51275991,Armando,42,Contagem,gripe
51276768,Gottlieb,90,Santa Luzia,virose
51277545,Girtrude,44,Santa Luzia,dengue
51278322,Willa,46,Santa Luzia,artrite
51279099,Genevive,55,Santa Luzia,fibromialgia
51279876,Steven,74,Ribeirão das Neves,fibromialgia
51280653,Guy,39,Santa Luzia,dengue
51281430,Adelbert,90,Ribeirão das Neves,febre amarela
51282207,Vern,23,Contagem,covid-19
51282984,Olevia,62,Contagem,fibromialgia
51283761,Dominic,23,Contagem,virose
51284538,Fannie,89,Belo Horizonte,fibromialgia
51285315,Refugia,86,Betim,artrite
51286092,Eliza,44,Belo Horizonte,artrite
51286869,Octavia,20,Belo Horizonte,covid-19
51287646,Lorraine,18,Contagem,pneumonia
51288423,Necie,3,Belo Horizonte,catapora
51289200,Bernita,47,Betim,virose
51289977,Hope,33,Santa Luzia,artrite
51290754,Neal,86,Belo Horizonte,dengue
51291531,Isidor,2,Belo Horizonte,catapora
51292308,Brady,94,Santa Luzia,cancer
51293085,Duke,37,Belo Horizonte,pneumonia
51293862,Estellar,40,Contagem,catapora
51294639,Simon,53,Contagem,cancer
51295416,Cameron,20,Contagem,fibromialgia
51296193,Vicie,46,Belo Horizonte,dengue
51296970,Jethro,88,Betim,dengue
51297747,Julia,81,Belo Horizonte,artrite
51298524,Norbert,96,Ribeirão das Neves,fibromialgia
51299301,Adella,21,Belo Horizonte,gripe
51300078,Raymon,57,Contagem,dengue
51300855,Rose,10,Contagem,fibromialgia
51301632,Jo,71,Contagem,catapora
51302409,Norman,70,Santa Luzia,fibromialgia
51303186,Montgomery,83,Ribeirão das Neves,covid-19
51303963,Delmer,67,Betim,virose
51304740,Lawrence,26,Ribeirão das Neves,febre amarela
51305517,John,22,Santa Luzia,cancer
51306294,Salvatore,48,Contagem,pneumonia
51307071,Mora,7,Ribeirão das Neves,covid-19
51307848,Alva,60,Santa Luzia,dengue
51308625,Richard,11,Betim,catapora
51309402,Lyle,71,Contagem,catapora
51310179,Charlie,1,Betim,covid-19
51310956,Janette,10,Belo Horizonte,catapora
51311733,Viva,69,Ribeirão das Neves,artrite
51312510,Manie,75,Contagem,dengue
51313287,Caldonia,77,Contagem,pneumonia
51314064,Ellie,12,Contagem,virose
51314841,Aura,73,Santa Luzia,catapora
51315618,Raymond,73,Belo Horizonte,catapora
51316395,Tabitha,55,Ribeirão das Neves,covid-19
51317172,Ruel,74,Santa Luzia,catapora
51317949,Joy,36,Contagem,pneumonia
51318726,Lura,83,Ribeirão das Neves,fibromialgia
51319503,Isabel,78,Contagem,covid-19
51320280,Elliot,83,Belo Horizonte,artrite
51321057,Ruth,95,Contagem,artrite
51321834,Joy,81,Contagem,pneumonia
51322611,Thomas,58,Ribeirão das Neves,artrite
51323388,Peter,94,Santa Luzia,cancer
51324165,Emma,85,Contagem,dengue
51324942,Meddie,51,Ribeirão das Neves,cancer
51325719,Arlene,63,Ribeirão das Neves,febre amarela
51326496,Collis,64,Betim,catapora
51327273,Eula,34,Contagem,cancer
51328050,Lucius,74,Betim,catapora
51328827,Taylor,85,Santa Luzia,pneumonia
51329604,Ole,34,Betim,virose
51330381,Carlie,53,Ribeirão das Neves,pneumonia
51331158,Bernard,59,Ribeirão das Neves,catapora
51331935,Rosamond,16,Ribeirão das Neves,artrite
51332712,Angelina,60,Contagem,cancer
51333489,Bridget,61,Belo Horizonte,covid-19
51334266,Leona,12,Santa Luzia,gripe
51335043,Vertie,99,Santa Luzia,febre amarela
51335820,Sarah,46,Contagem,covid-19
51336597,David,15,Betim,dengue
51337374,Frona,33,Belo Horizonte,febre amarela
51338151,Clint,67,Betim,fibromialgia
51338928,Ermine,21,Betim,cancer
51339705,Gusta,12,Betim,covid-19
51340482,Mariana,82,Betim,febre amarela
51341259,Missie,91,Betim,covid-19
51342036,Dessa,64,Contagem,fibromialgia
51342813,Olga,87,Betim,febre amarela
51343590,Ellamae,51,Belo Horizonte,catapora
51344367,Enoch,94,Belo Horizonte,pneumonia
51345144,Moss,52,Contagem,virose
51345921,Odell,88,Contagem,pneumonia
51346698,Willian,76,Ribeirão das Neves,fibromialgia
51347475,Benton,84,Belo Horizonte,fibromialgia
51348252,Georgette,15,Santa Luzia,artrite
51349029,Rolland,55,Contagem,dengue
51349806,Lona,5,Belo Horizonte,artrite
51350583,Ennis,79,Belo Horizonte,gripe
51351360,Winfred,24,Ribeirão das Neves,pneumonia
51352137,Margaret,10,Santa Luzia,gripe
51352914,Alcie,69,Betim,gripe
51353691,Son,83,Ribeirão das Neves,catapora
51354468,Verdie,79,Santa Luzia,febre amarela
51355245,Laurel,87,Contagem,febre amarela
51356022,Arlie,6,Betim,virose
51356799,Althea,19,Ribeirão das Neves,catapora
51357576,Isabelle,5,Contagem,gripe
51358353,Golda,74,Belo Horizonte,artrite
51359130,Maidie,58,Belo Horizonte,virose
51359907,Charlene,95,Betim,dengue
51360684,Esma,12,Santa Luzia,dengue
51361461,Larkin,51,Santa Luzia,febre amarela
51362238,Hazen,95,Contagem,gripe
51363015,Davis,72,Belo Horizonte,dengue
51363792,Cecilia,51,Betim,gripe
51364569,Rachel,33,Belo Horizonte,virose
51365346,Jane,24,Santa Luzia,artrite
51366123,Roman,51,Betim,fibromialgia
51366900,Delpha,94,Ribeirão das Neves,cancer
51367677,Vita,31,Ribeirão das Neves,covid-19
51368454,Elna,14,Ribeirão das Neves,cancer
51369231,Opal,82,Contagem,febre amarela
51370008,Lillis,89,Contagem,fibromialgia
51370785,Claris,20,Santa Luzia,covid-19
51371562,Carmine,73,Belo Horizonte,catapora
51372339,Lorin,95,Belo Horizonte,covid-19
51373116,Gottlieb,36,Betim,pneumonia
51373893,Dillie,74,Betim,catapora
51374670,Clark,63,Contagem,fibromialgia
51375447,Agatha,5,Contagem,fibromialgia
51376224,Fredia,66,Ribeirão das Neves,virose
51377001,Carra,37,Santa Luzia,catapora
51377778,Isadore,54,Contagem,virose
51378555,Annis,27,Santa Luzia,virose
51379332,Valentine,42,Betim,gripe
51380109,Bennie,99,Betim,artrite
51380886,Luis,29,Belo Horizonte,pneumonia
51381663,Harland,95,Contagem,fibromialgia
51382440,Cleta,98,Ribeirão das Neves,catapora
51383217,Edith,53,Betim,febre amarela
51383994,Eva,51,Contagem,catapora
51384771,Neely,76,Contagem,virose
51385548,Vernard,56,Ribeirão das Neves,cancer
51386325,Dasie,69,Ribeirão das Neves,febre amarela
51387102,Melva,1,Ribeirão das Neves,artrite
51387879,Ben,93,Contagem,cancer
51388656,Reuel,87,Contagem,gripe
51389433,Wesley,65,Contagem,dengue
51390210,Verne,27,Santa Luzia,artrite
51390987,Mintie,79,Belo Horizonte,artrite
51391764,Enos,87,Ribeirão das Neves,febre amarela
51392541,Arminta,78,Betim,artrite
51393318,Emilia,22,Ribeirão das Neves,cancer
51394095,Vernie,35,Ribeirão das Neves,febre amarela
51394872,Lonie,21,Santa Luzia,catapora
51395649,Jean,81,Belo Horizonte,covid-19
51396426,Nevin,92,Ribeirão das Neves,covid-19
51397203,Roland,14,Belo Horizonte,fibromialgia
51397980,Celeste,70,Santa Luzia,cancer
51398757,Pleasant,94,Betim,covid-19
51399534,Lenore,88,Betim,catapora
51400311,Edd,16,Santa Luzia,catapora
51401088,Lucille,50,Contagem,virose
51401865,Freda,99,Santa Luzia,artrite
51402642,Judith,5,Belo Horizonte,pneumonia
51403419,William,69,Contagem,pneumonia
51404196,Zita,55,Betim,cancer
51404973,Lynn,75,Belo Horizonte,gripe
51405750,Metta,93,Belo Horizonte,cancer
51406527,Adolfo,16,Contagem,gripe
51407304,Lemon,21,Ribeirão das Neves,artrite
51408081,Alford,75,Ribeirão das Neves,covid-19
51408858,Leva,78,Belo Horizonte,pneumonia
51409635,Electa,29,Contagem,cancer
51410412,Vadie,79,Belo Horizonte,febre amarela
51411189,Noel,63,Santa Luzia,febre amarela
51411966,Pollie,79,Ribeirão das Neves,fibromialgia
51412743,Leo,21,Betim,covid-19
51413520,Easter,57,Betim,fibromialgia
51414297,Almeda,82,Ribeirão das Neves,catapora
51415074,Eve,28,Betim,febre amarela
51415851,Emma,15,Belo Horizonte,virose
51416628,Jinnie,44,Belo Horizonte,virose
51417405,Ada,55,Betim,artrite
51418182,Nellie,55,Belo Horizonte,fibromialgia
51418959,Gaines,14,Ribeirão das Neves,catapora
51419736,Doc,32,Belo Horizonte,dengue
51420513,Saul,28,Betim,febre amarela
51421290,Andy,12,Belo Horizonte,virose
51422067,Beth,57,Contagem,fibromialgia
51422844,Norene,4,Santa Luzia,catapora
51423621,Harper,15,Contagem,artrite
51424398,Nonnie,71,Contagem,pneumonia
51425175,Elvira,95,Betim,pneumonia
51425952,Chester,18,Belo Horizonte,gripe
51426729,Elijah,56,Contagem,covid-19
51427506,Elmer,81,Belo Horizonte,artrite
51428283,Hasel,40,Belo Horizonte,cancer
51429060,Everleaner,58,Santa Luzia,fibromialgia
51429837,Theresia,88,Ribeirão das Neves,dengue
51430614,Clydie,2,Belo Horizonte,fibromialgia
51431391,Vincenza,27,Belo Horizonte,covid-19
51432168,Waymon,35,Betim,fibromialgia
51432945,Carma,65,Ribeirão das Neves,pneumonia
51433722,Luvina,79,Belo Horizonte,catapora
51434499,Gerald,42,Belo Horizonte,covid-19
51435276,Orena,46,Belo Horizonte,cancer
51436053,Pearlee,45,Contagem,febre amarela
51436830,Lavina,80,Contagem,artrite
51437607,Ewald,15,Belo Horizonte,dengue
51438384,Arlean,13,Ribeirão das Neves,febre amarela
51439161,Myrtle,12,Betim,virose
51439938,Duncan,33,Contagem,catapora
51440715,Hessie,13,Betim,artrite
51441492,Ilean,19,Betim,covid-19
51442269,Isaac,43,Belo Horizonte,gripe
51443046,Nonnie,10,Contagem,artrite
51443823,Jay,95,Belo Horizonte,dengue
51444600,Erma,8,Santa Luzia,catapora
51445377,Edmond,97,Santa Luzia,covid-19
51446154,Lucina,96,Betim,fibromialgia
51446931,Ardell,70,Belo Horizonte,artrite
51447708,Leo,14,Belo Horizonte,febre amarela
51448485,Olive,37,Ribeirão das Neves,fibromialgia
51449262,Lorenza,88,Contagem,cancer
51450039,Alton,75,Santa Luzia,pneumonia
51450816,Glenn,42,Belo Horizonte,virose
51451593,Orin,61,Contagem,covid-19
51452370,Onie,7,Santa Luzia,fibromialgia
51453147,Rilla,44,Contagem,catapora
51453924,Amelia,83,Ribeirão das Neves,covid-19
51454701,Murel,54,Ribeirão das Neves,covid-19
51455478,Indiana,80,Contagem,dengue
51456255,Emmy,64,Betim,gripe
51457032,Irving,71,Betim,fibromialgia
51457809,Margurite,27,Santa Luzia,gripe
51458586,Merton,79,Betim,virose
51459363,Sena,73,Santa Luzia,fibromialgia
51460140,Charles,72,Santa Luzia,fibromialgia
51460917,Winston,60,Ribeirão das Neves,artrite
51461694,Marcelino,62,Contagem,cancer
51462471,Odie,92,Ribeirão das Neves,fibromialgia
51463248,Clarinda,56,Contagem,virose
51464025,Lacy,80,Betim,dengue
51464802,Chloe,21,Belo Horizonte,gripe
51465579,Jewel,85,Betim,dengue
51466356,Essie,33,Santa Luzia,pneumonia
51467133,Colette,53,Ribeirão das Neves,artrite
51467910,Irene,33,Betim,pneumonia
51468687,Smith,52,Ribeirão das Neves,febre amarela
51469464,Isabelle,37,Contagem,dengue
51470241,Iva,43,Santa Luzia,virose
51471018,Margaret,17,Ribeirão das Neves,cancer
51471795,Monica,3,Belo Horizonte,artrite
51472572,Irwin,19,Belo Horizonte,febre amarela
51473349,Aretta,83,Ribeirão das Neves,fibromialgia
51474126,Wilma,75,Belo Horizonte,covid-19
51474903,Zoe,86,Belo Horizonte,catapora
51475680,Reid,86,Belo Horizonte,febre amarela
51476457,Jewell,13,Belo Horizonte,febre amarela
51477234,Cornelius,59,Belo Horizonte,febre amarela
51478011,Pheba,42,Contagem,febre amarela
51478788,Jerry,20,Betim,gripe
51479565,Adaline,63,Belo Horizonte,gripe
51480342,Elmo,33,Ribeirão das Neves,virose
51481119,Andrea,65,Betim,virose
51481896,Garnet,6,Contagem,fibromialgia
