crm,nome,idade,cidade,especialidade,numeroA
3834,Idella,1999-08-24,Ribeirão das Neves,Dermatologista,934
3835,Comer,1999-04-21,Santa Luzia,Dermatologista,502
3836,Unknown,1984-12-31,Belo Horizonte,Cirurgião,312
3837,Dellie,1989-05-26,Contagem,Pediatra,569
3838,Judson,1980-07-16,Contagem,Neurologista,279
3839,Myra,1946-12-14,Belo Horizonte,Dermatologista,668
3840,Ivey,1963-05-31,Belo Horizonte,Pediatra,571
3841,Bitha,1977-06-17,Santa Luzia,Ortopedista,377
3842,Ellis,1952-09-16,Belo Horizonte,Neurologista,734
3843,Dudley,1952-12-02,Betim,Pediatra,532
3844,Ida,1945-07-27,Belo Horizonte,Pediatra,234
3845,Fritz,1986-08-09,Contagem,Cardiologista,61
3846,Casimira,1946-09-07,Belo Horizonte,Pediatra,982
3847,Eugene,1995-08-24,Ribeirão das Neves,Pediatra,711
3848,Patrick,1957-10-17,Ribeirão das Neves,Cardiologista,658
3849,Meta,1989-11-08,Ribeirão das Neves,Pediatra,490
3850,Harland,1979-11-22,Belo Horizonte,Neurologista,409
3851,Maggie,1975-06-13,Contagem,Neurologista,349
3852,Elva,1983-07-20,Betim,Cardiologista,720
3853,Georgiana,1986-05-29,Santa Luzia,Neurologista,614
3854,Darwin,1960-04-06,Santa Luzia,Cardiologista,97
3855,Harman,1951-05-29,Ribeirão das Neves,Pediatra,712
3856,Gail,1982-08-19,Betim,Cirurgião,771
3857,Talmage,1976-02-20,Ribeirão das Neves,Cirurgião,280
3858,Bina,1995-02-06,Santa Luzia,Pediatra,453
3859,Adolph,1961-10-27,Contagem,Cardiologista,162
3860,Osie,1971-10-07,Belo Horizonte,Pediatra,110
3861,Everlena,1986-12-28,Belo Horizonte,Pediatra,277
3862,Elthea,1993-01-25,Contagem,Cardiologista,529
3863,Rodney,1989-06-01,Betim,Neurologista,106
3864,Dorothea,1999-07-14,Belo Horizonte,Ortopedista,606
3865,Liddie,1968-03-19,Contagem,Neurologista,910
3866,Ray,1954-07-28,Ribeirão das Neves,Neurologista,649
3867,Augustus,1991-06-21,Contagem,Dermatologista,251
3868,Daphne,1976-04-19,Betim,Pediatra,247
3869,Vernice,1969-04-02,Belo Horizonte,Cirurgião,749
3870,Corrie,1999-06-19,Betim,Cirurgião,186
3871,Alida,1977-11-14,Ribeirão das Neves,Ortopedista,186
3872,Noel,1953-04-07,Betim,Cardiologista,136
3873,Alfonso,1973-02-24,Betim,Pediatra,315
3874,Dovie,1989-07-07,Belo Horizonte,Pediatra,828
3875,Lemuel,1947-10-02,Santa Luzia,Cardiologista,749
3876,Palmer,1986-02-19,Betim,Dermatologista,321
3877,Catarina,1959-12-24,Betim,Pediatra,176
3878,Celestina,1948-11-02,Belo Horizonte,Dermatologista,151
3879,Flossie,1968-11-17,Belo Horizonte,Cardiologista,772
3880,Ruby,1950-08-18,Santa Luzia,Neurologista,569
3881,Mason,1980-02-12,Betim,Pediatra,36
3882,Drucilla,1957-04-14,Contagem,Cardiologista,655
3883,Flora,1989-06-13,Ribeirão das Neves,Cardiologista,889
3884,Netta,1974-12-06,Betim,Pediatra,338
3885,Cammie,1966-07-16,Betim,Cardiologista,55
3886,Buck,1955-10-09,Ribeirão das Neves,Neurologista,700
3887,Orley,1945-02-18,Santa Luzia,Pediatra,305
3888,Altha,1989-09-18,Santa Luzia,Neurologista,203
3889,Imogene,1982-08-21,Contagem,Cardiologista,379
3890,Jiles,1984-01-22,Betim,Pediatra,815
3891,Eldred,1966-06-25,Belo Horizonte,Cirurgião,637
3892,Jose,1969-01-03,Santa Luzia,Dermatologista,52
3893,Ima,1952-02-15,Santa Luzia,Dermatologista,542
3894,Leila,1958-09-03,Betim,Dermatologista,492
3895,Eleanore,1962-06-28,Ribeirão das Neves,Ortopedista,822
3896,Roma,1998-06-29,Belo Horizonte,Cirurgião,381
3897,Herman,1946-08-05,Ribeirão das Neves,Dermatologista,156
3898,Butler,1964-01-12,Contagem,Dermatologista,562
3899,Myrtice,1985-01-19,Contagem,Pediatra,451
3900,Osie,1977-05-27,Ribeirão das Neves,Ortopedista,934
3901,Emelie,1951-02-06,Ribeirão das Neves,Dermatologista,103
3902,Sylvia,1964-02-26,Belo Horizonte,Cardiologista,419
3903,Vernelle,1978-01-05,Ribeirão das Neves,Neurologista,369
3904,Audrey,1958-11-14,Santa Luzia,Neurologista,201
3905,Lelia,1964-11-14,Ribeirão das Neves,Cirurgião,915
3906,Olla,1960-01-08,Santa Luzia,Cardiologista,637
3907,Lucian,1994-08-11,Contagem,Cardiologista,758
3908,Lavina,1979-02-27,Belo Horizonte,Pediatra,42
3909,Davis,1994-02-21,Ribeirão das Neves,Cirurgião,342
3910,Lena,1975-08-20,Betim,Cardiologista,46
3911,Crystal,1984-06-16,Belo Horizonte,Neurologista,979
3912,Sammie,1995-08-31,Ribeirão das Neves,Ortopedista,93
3913,Fulton,1965-02-19,Ribeirão das Neves,Cardiologista,827
3914,Dovie,1974-12-19,Ribeirão das Neves,Neurologista,414
3915,Sally,1973-11-01,Belo Horizonte,Ortopedista,986
3916,Rose,1988-04-26,Santa Luzia,Dermatologista,910
3917,Carrol,1991-03-19,Belo Horizonte,Cardiologista,859
3918,Lillia,1958-09-19,Contagem,Neurologista,202
3919,Evie,1978-11-22,Betim,Dermatologista,712
3920,Vesta,1948-05-24,Contagem,Cirurgião,293
3921,Euna,1997-07-01,Belo Horizonte,Dermatologista,406
3922,Maurice,1947-12-24,Santa Luzia,Neurologista,952
3923,Lona,1960-02-06,Betim,Cirurgião,729
3924,Mildred,1984-04-09,Ribeirão das Neves,Cardiologista,966
3925,Godfrey,1994-03-26,Belo Horizonte,Neurologista,202
3926,Grace,1968-08-15,Santa Luzia,Pediatra,221
3927,Ila,1994-04-13,Betim,Pediatra,511
3928,Blanchie,1988-03-21,Santa Luzia,Pediatra,360
3929,Lauraine,1949-10-28,Contagem,Cirurgião,160
3930,Celestia,1963-02-06,Belo Horizonte,Dermatologista,620
3931,Sabra,1982-08-20,Betim,Cirurgião,481
3932,Gustave,1959-11-07,Betim,Cirurgião,769
3933,Jim,1971-04-16,Belo Horizonte,Neurologista,220
3934,Anton,1979-12-11,Betim,Neurologista,246
3935,Tyrus,1980-10-30,Contagem,Pediatra,773
3936,Frank,1971-09-14,Contagem,Cirurgião,200
3937,Ellie,1984-04-19,Belo Horizonte,Cirurgião,414
3938,Sanford,1995-10-29,Belo Horizonte,Dermatologista,269
3939,Berniece,1960-11-24,Contagem,Cirurgião,472
3940,Rosina,1979-04-17,Santa Luzia,Cirurgião,610
3941,Adrienne,1978-01-26,Ribeirão das Neves,Dermatologista,935
3942,Hermina,1975-01-20,Betim,Cardiologista,294
3943,Pauline,1961-06-24,Betim,Ortopedista,399
3944,Augustus,1982-10-21,Betim,Neurologista,934
3945,Jerry,1975-11-22,Santa Luzia,Cirurgião,988
3946,Clifton,1967-03-15,Contagem,Dermatologista,900
3947,Blonnie,1979-01-04,Ribeirão das Neves,Cirurgião,666
3948,Caroline,1957-12-05,Betim,Dermatologista,990
3949,Glen,1972-04-27,Contagem,Cardiologista,578
3950,Kay,1960-06-09,Betim,Cirurgião,61
3951,Ottis,1957-12-15,Betim,Ortopedista,137
3952,Susie,1944-02-10,Ribeirão das Neves,Neurologista,36
3953,Laurine,1972-05-16,Betim,Cardiologista,230
3954,Philomena,1997-03-31,Contagem,Cirurgião,52
3955,Zollie,1978-12-08,Contagem,Pediatra,849
3956,Jenny,1981-05-23,Ribeirão das Neves,Ortopedista,493
3957,Flavia,1953-12-16,Belo Horizonte,Dermatologista,835
3958,Moses,1963-08-24,Contagem,Dermatologista,979
3959,Elroy,1961-06-28,Santa Luzia,Pediatra,582
3960,Margie,1978-11-08,Contagem,Neurologista,887
3961,Rufus,1944-04-28,Ribeirão das Neves,Dermatologista,652
3962,Pencie,1970-11-17,Contagem,Ortopedista,534
3963,Emaline,1979-08-28,Contagem,Neurologista,480
3964,Antoinette,1952-06-11,Belo Horizonte,Ortopedista,248
3965,Jule,1945-11-15,Contagem,Cardiologista,302
3966,Lorene,1971-06-13,Ribeirão das Neves,Cardiologista,471
3967,Jaunita,1964-09-11,Santa Luzia,Ortopedista,744
3968,Linnea,1992-11-09,Ribeirão das Neves,Cardiologista,499
3969,Odessa,1990-11-03,Santa Luzia,Neurologista,947
3970,Vernie,1953-05-15,Ribeirão das Neves,Cardiologista,39
3971,Verl,1952-02-03,Santa Luzia,Ortopedista,890
3972,Wellington,1972-05-31,Santa Luzia,Neurologista,184
3973,Joaquin,1962-07-18,Contagem,Dermatologista,629
3974,Dolphus,1972-12-06,Contagem,Cardiologista,871
3975,Vannie,1944-10-19,Betim,Pediatra,371
3976,Ivy,1979-08-24,Ribeirão das Neves,Ortopedista,683
3977,Pleas,1994-03-01,Betim,Neurologista,954
3978,Wilber,1992-10-14,Ribeirão das Neves,Neurologista,760
3979,Corbin,1995-06-03,Contagem,Neurologista,567
3980,Graydon,1972-06-17,Santa Luzia,Pediatra,834
3981,Ellene,1992-04-16,Ribeirão das Neves,Cirurgião,101
3982,Landon,1985-02-15,Ribeirão das Neves,Dermatologista,968
3983,Iva,1967-03-19,Santa Luzia,Neurologista,482
3984,Berenice,1982-08-24,Ribeirão das Neves,Pediatra,890
3985,Harlan,1965-11-20,Belo Horizonte,Dermatologista,525
3986,Savanah,1955-01-23,Belo Horizonte,Cirurgião,528
3987,Estelle,1952-04-11,Santa Luzia,Cirurgião,699
3988,Julianna,1969-08-02,Contagem,Cardiologista,226
3989,Creola,1987-03-07,Betim,Cardiologista,344
3990,Murray,1947-12-29,Contagem,Pediatra,74
3991,Arline,1993-02-07,Belo Horizonte,Pediatra,351
3992,Edd,1981-09-07,Contagem,Dermatologista,58
3993,Nevada,1999-07-21,Belo Horizonte,Ortopedista,96
3994,Cary,1954-03-25,Ribeirão das Neves,Neurologista,30
3995,Zena,1974-07-10,Belo Horizonte,Cardiologista,10
3996,Lucinda,1975-12-30,Ribeirão das Neves,Cardiologista,428
3997,Beda,1987-06-16,Santa Luzia,Ortopedista,470
3998,Haruko,1972-09-21,Contagem,Ortopedista,729
3999,Festus,1973-10-10,Betim,Pediatra,543
4000,Edson,1971-12-01,Contagem,Pediatra,478
4001,Odie,1973-01-25,Ribeirão das Neves,Ortopedista,328
4002,Violetta,1973-09-07,Ribeirão das Neves,Dermatologista,809
4003,Iona,1963-10-24,Santa Luzia,Neurologista,187
4004,Noah,1978-01-03,Belo Horizonte,Cirurgião,410
4005,Evans,1957-07-05,Contagem,Cirurgião,214
4006,Willma,1980-01-24,Ribeirão das Neves,Neurologista,257
4007,Marianna,1984-01-09,Betim,Ortopedista,95
4008,Carl,1960-10-21,Contagem,Ortopedista,935
4009,Alden,1993-08-04,Betim,Neurologista,867
4010,Amanda,1949-04-30,Belo Horizonte,Cardiologista,70
4011,Regenia,1955-02-15,Betim,Cardiologista,290
4012,Wilhelmina,1951-04-25,Contagem,Pediatra,245
4013,Ressie,1994-11-29,Belo Horizonte,Pediatra,956
4014,Fleming,1960-11-28,Contagem,Cirurgião,457
4015,Shelly,1953-02-22,Contagem,Dermatologista,904
4016,Estill,1992-01-26,Ribeirão das Neves,Pediatra,350
4017,Nathan,1968-06-14,Belo Horizonte,Dermatologista,402
4018,Therman,1982-06-28,Belo Horizonte,Cardiologista,795
4019,Alda,1992-07-12,Contagem,Dermatologista,444
4020,Sue,1954-11-09,Ribeirão das Neves,Cirurgião,704
4021,Maudie,1979-01-28,Santa Luzia,Ortopedista,208
4022,Ben,1993-01-29,Belo Horizonte,Ortopedista,979
4023,Len,1984-01-20,Betim,Cardiologista,507
4024,Billie,1967-02-25,Belo Horizonte,Ortopedista,120
4025,Roscoe,1986-11-06,Contagem,Pediatra,190
4026,Jerusha,1999-09-16,Ribeirão das Neves,Neurologista,939
4027,Dagmar,1946-06-07,Betim,Ortopedista,767
4028,Emily,1992-05-29,Santa Luzia,Ortopedista,191
4029,Reid,1981-10-31,Contagem,Cirurgião,851
4030,Felicitas,1981-12-28,Contagem,Cirurgião,878
4031,Honora,1992-12-07,Betim,Pediatra,597
4032,Manning,1974-12-30,Belo Horizonte,Cardiologista,79
4033,Romana,1993-01-05,Belo Horizonte,Dermatologista,637
4034,Fred,1957-11-09,Santa Luzia,Dermatologista,401
4035,Davis,1993-02-15,Ribeirão das Neves,Cardiologista,541
4036,Aldea,1985-02-25,Santa Luzia,Neurologista,881
4037,Viola,1999-07-30,Belo Horizonte,Pediatra,620
4038,Dawn,1972-08-22,Belo Horizonte,Ortopedista,775
4039,Tena,1971-08-13,Contagem,Neurologista,252
4040,Harlan,1985-04-05,Ribeirão das Neves,Pediatra,979
4041,Bernardina,1980-07-23,Santa Luzia,Pediatra,461
4042,Amma,1994-12-29,Belo Horizonte,Pediatra,728
4043,Russel,1972-10-16,Belo Horizonte,Pediatra,252
4044,Dicie,1977-07-07,Ribeirão das Neves,Ortopedista,790
4045,Ovella,1974-08-11,Betim,Cardiologista,577
4046,Jacques,1945-10-02,Betim,Dermatologista,167
4047,Diego,1947-06-22,Betim,Dermatologista,994
4048,Lemuel,1991-01-25,Betim,Pediatra,863
4049,Catharine,1960-08-23,Belo Horizonte,Neurologista,553
4050,Riley,1987-09-08,Ribeirão das Neves,Cirurgião,371
4051,Orville,1986-01-29,Ribeirão das Neves,Ortopedista,518
4052,Lillian,1951-04-29,Santa Luzia,Cardiologista,806
4053,Theodosia,1966-08-07,Contagem,Neurologista,434
4054,Arvin,1968-02-25,Santa Luzia,Ortopedista,316
4055,Eugenia,1975-02-28,Santa Luzia,Cirurgião,170
4056,Terry,1946-07-17,Santa Luzia,Cardiologista,101
4057,Wm,1977-11-20,Belo Horizonte,Cirurgião,905
4058,Sampson,1972-02-22,Contagem,Neurologista,694
4059,Ludie,1971-06-24,Belo Horizonte,Pediatra,487
4060,Isabel,1964-08-04,Santa Luzia,Dermatologista,540
4061,Reese,1979-01-24,Santa Luzia,Dermatologista,105
4062,Beryl,1975-09-11,Ribeirão das Neves,Cardiologista,626
4063,Louetta,1955-12-09,Betim,Dermatologista,728
4064,Giles,1966-11-19,Contagem,Ortopedista,79
4065,Bird,1987-02-06,Belo Horizonte,Cirurgião,427
4066,Hedwig,1963-11-24,Belo Horizonte,Neurologista,776
4067,Phillis,1971-10-29,Betim,Neurologista,703
4068,Mahlon,1984-07-05,Ribeirão das Neves,Dermatologista,571
4069,Julius,1985-05-08,Ribeirão das Neves,Pediatra,716
4070,Winford,1995-07-03,Ribeirão das Neves,Pediatra,367
4071,Theodora,1979-11-01,Contagem,Cardiologista,80
4072,Audrie,1983-10-16,Ribeirão das Neves,Ortopedista,129
4073,Luigi,1983-07-28,Belo Horizonte,Ortopedista,857
4074,Hans,1997-05-28,Contagem,Dermatologista,266
4075,Mintie,1954-01-17,Belo Horizonte,Pediatra,331
4076,Wiley,1949-10-18,Santa Luzia,Neurologista,52
4077,Cynthia,1994-12-17,Ribeirão das Neves,Cirurgião,80
4078,Rocco,1952-12-08,Belo Horizonte,Ortopedista,675
4079,Casper,1949-01-27,Santa Luzia,Neurologista,752
4080,Fredonia,1986-06-24,Belo Horizonte,Dermatologista,651
4081,Floyd,1960-02-27,Contagem,Pediatra,47
4082,Bettie,1990-06-01,Betim,Cirurgião,664
4083,Forest,1976-02-07,Ribeirão das Neves,Cardiologista,592
4084,Jeannette,1977-11-26,Ribeirão das Neves,Cardiologista,862
4085,Audie,1985-04-20,Contagem,Ortopedista,580
4086,Zula,1997-03-06,Belo Horizonte,Cirurgião,88
4087,Alphia,1996-03-24,Betim,Ortopedista,457
4088,Mary,1989-12-16,Santa Luzia,Dermatologista,885
4089,Virgel,1989-02-05,Betim,Ortopedista,139
4090,Goldie,1998-06-06,Contagem,Cardiologista,895
4091,Onita,1999-10-18,Betim,Ortopedista,152
4092,Ernesto,1994-08-02,Betim,Neurologista,613
4093,Mitchel,1980-06-01,Betim,Neurologista,157
4094,Ruth,1947-07-01,Belo Horizonte,Neurologista,968
4095,Astrid,1971-06-05,Ribeirão das Neves,Neurologista,390
4096,Elmer,1989-09-25,Betim,Ortopedista,971
4097,Burnie,1969-07-31,Belo Horizonte,Ortopedista,398
4098,Dean,1954-11-26,Santa Luzia,Pediatra,668
4099,Carson,1948-03-31,Belo Horizonte,Dermatologista,169
4100,Leonie,1986-10-19,Contagem,Ortopedista,1000
4101,Myrtle,1948-02-04,Santa Luzia,Cirurgião,638
4102,Dove,1975-11-02,Ribeirão das Neves,Dermatologista,229
4103,Lyndon,1957-04-22,Santa Luzia,Neurologista,546
4104,Vennie,1994-06-25,Santa Luzia,Dermatologista,829
4105,Reynolds,1967-04-11,Ribeirão das Neves,Pediatra,821
4106,Merlin,1972-10-28,Ribeirão das Neves,Cirurgião,601
4107,Leon,1952-09-11,Belo Horizonte,Pediatra,633
4108,Signe,1966-10-21,Ribeirão das Neves,Ortopedista,317
4109,Margueritte,1977-05-20,Santa Luzia,Dermatologista,974
4110,Cicero,1952-02-10,Santa Luzia,Pediatra,99
4111,Albin,1974-07-28,Ribeirão das Neves,Neurologista,927
4112,Benjamine,1962-11-02,Betim,Cardiologista,714
4113,Ira,1970-02-02,Betim,Pediatra,415
4114,Tillman,1946-04-16,Contagem,Cirurgião,896
4115,Jettie,1999-06-09,Santa Luzia,Ortopedista,715
4116,Elisabeth,1977-05-28,Santa Luzia,Dermatologista,849
4117,Isla,1965-02-26,Contagem,Cardiologista,787
4118,Laurence,1981-09-26,Betim,Cirurgião,411
4119,Patricia,1944-10-11,Belo Horizonte,Neurologista,80
4120,Lucyle,1965-06-16,Belo Horizonte,Cardiologista,360
4121,Mazzie,1983-12-31,Betim,Cardiologista,5
4122,Allen,1968-07-23,Betim,Dermatologista,186
4123,Millicent,1994-09-22,Belo Horizonte,Cirurgião,631
4124,Trinidad,1984-10-28,Santa Luzia,Neurologista,466
4125,Jeffie,1959-09-02,Ribeirão das Neves,Dermatologista,432
4126,Editha,1985-04-12,Betim,Dermatologista,832
4127,Josephine,1944-10-02,Ribeirão das Neves,Cirurgião,784
4128,France,1946-02-04,Santa Luzia,Dermatologista,304
4129,Leva,1944-09-09,Contagem,Cirurgião,901
4130,Mabel,1945-12-28,Ribeirão das Neves,Neurologista,560
4131,Felma,1976-03-01,Santa Luzia,Ortopedista,76
4132,Mintie,1956-11-21,Betim,Pediatra,937
4133,Eligah,1962-04-30,Belo Horizonte,Pediatra,391
4134,Gaylord,1961-11-23,Ribeirão das Neves,Ortopedista,489
4135,Irena,1971-12-02,Betim,Cirurgião,753
4136,Bertie,1997-04-13,Santa Luzia,Cardiologista,786
4137,Gaston,1965-10-06,Betim,Pediatra,628
4138,Maryan,1976-02-06,Santa Luzia,Ortopedista,366
4139,Jim,1976-06-04,Santa Luzia,Dermatologista,623
4140,Alf,1970-07-20,Santa Luzia,Ortopedista,462
4141,Izola,1975-03-01,Contagem,Cirurgião,756
4142,Oakley,1992-07-20,Santa Luzia,Neurologista,822
4143,Maceo,1995-11-16,Belo Horizonte,Dermatologista,590
4144,Stephanie,1956-12-22,Santa Luzia,Neurologista,702
4145,Amelia,1955-03-16,Ribeirão das Neves,Cirurgião,208
4146,Rupert,1984-07-31,Santa Luzia,Pediatra,996
4147,Leslie,1952-05-20,Ribeirão das Neves,Dermatologista,345
4148,Arlene,1946-02-17,Santa Luzia,Cardiologista,289
4149,Caroline,1947-10-15,Contagem,Cirurgião,186
4150,Aaron,1984-05-27,Betim,Dermatologista,660
4151,Raymond,1986-03-29,Ribeirão das Neves,Pediatra,246
4152,Adolph,1953-07-06,Betim,Cardiologista,216
4153,Hazel,1972-12-14,Belo Horizonte,Neurologista,844
4154,Lonzo,1947-05-19,Santa Luzia,Dermatologista,280
4155,Raleigh,1974-03-06,Santa Luzia,Ortopedista,682
4156,Christy,1999-03-25,Santa Luzia,Neurologista,98
4157,Sylvester,1960-05-10,Contagem,Cardiologista,727
4158,Thorwald,1995-06-13,Belo Horizonte,Ortopedista,58
4159,Byrd,1961-01-17,Betim,Neurologista,479
4160,Adaline,1979-12-06,Contagem,Neurologista,519
4161,Beula,1970-08-30,Contagem,Neurologista,839
4162,Aden,1991-09-10,Betim,Dermatologista,702
4163,Ibbie,1971-03-31,Betim,Neurologista,70
4164,Watt,1984-04-01,Belo Horizonte,Cardiologista,921
4165,Naomi,1945-11-17,Betim,Cirurgião,867
4166,Sevilla,1957-09-18,Contagem,Dermatologista,897
4167,Bertha,1994-10-30,Santa Luzia,Cirurgião,312
4168,Eva,1945-09-22,Ribeirão das Neves,Ortopedista,645
4169,Florida,1970-01-04,Santa Luzia,Pediatra,104
4170,Savilla,1991-10-14,Betim,Ortopedista,483
4171,Ardelia,1981-03-06,Ribeirão das Neves,Cirurgião,45
4172,Rella,1970-08-04,Belo Horizonte,Cardiologista,569
4173,Watt,1998-01-24,Ribeirão das Neves,Neurologista,415
4174,Powell,1962-02-16,Ribeirão das Neves,Dermatologista,345
4175,Ova,1967-03-30,Betim,Pediatra,364
4176,Wilhelmina,1979-12-22,Belo Horizonte,Pediatra,253
4177,Moses,1945-01-21,Ribeirão das Neves,Cardiologista,136
4178,Argie,1945-02-02,Belo Horizonte,Cardiologista,481
4179,Webb,1945-10-10,Belo Horizonte,Cirurgião,751
4180,Nena,1992-06-14,Santa Luzia,Pediatra,151
4181,Lennie,1954-03-04,Belo Horizonte,Dermatologista,319
4182,Unknown,1975-10-02,Ribeirão das Neves,Cirurgião,681
4183,Blanch,1966-05-04,Betim,Cardiologista,361
4184,Ruthe,1997-03-29,Santa Luzia,Cardiologista,730
4185,Enid,1999-12-17,Contagem,Cirurgião,452
4186,Claudine,1960-10-28,Ribeirão das Neves,Cirurgião,314
4187,Afton,1994-02-02,Ribeirão das Neves,Neurologista,81
4188,Gladyse,1955-05-10,Ribeirão das Neves,Neurologista,23
4189,Bernita,1965-01-09,Santa Luzia,Cirurgião,472
4190,Kattie,1945-11-30,Ribeirão das Neves,Neurologista,225
4191,Antonio,1955-02-02,Betim,Ortopedista,79
4192,Thedore,1989-04-07,Belo Horizonte,Cardiologista,173
4193,Isabella,1950-12-10,Ribeirão das Neves,Cirurgião,381
4194,Eda,1978-09-04,Santa Luzia,Neurologista,536
4195,Donie,1970-08-29,Santa Luzia,Neurologista,927
4196,Spencer,1995-05-18,Betim,Cardiologista,637
4197,Isidore,1947-05-17,Santa Luzia,Cardiologista,873
4198,Cyril,1982-10-01,Ribeirão das Neves,Ortopedista,299
4199,Leonore,1959-06-20,Betim,Pediatra,671
4200,Elberta,1976-09-09,Santa Luzia,Pediatra,810
4201,Harrie,1956-06-20,Belo Horizonte,Pediatra,864
4202,Eunice,1945-01-30,Santa Luzia,Ortopedista,890
4203,Dorris,1974-12-15,Santa Luzia,Dermatologista,975
4204,Alec,1996-01-08,Betim,Neurologista,234
4205,Cliff,1985-03-06,Santa Luzia,Dermatologista,723
4206,Classie,1966-03-22,Betim,Dermatologista,593
4207,Maurice,1967-10-04,Santa Luzia,Neurologista,567
4208,Rolla,1984-09-05,Ribeirão das Neves,Ortopedista,258
4209,Ovide,1953-03-04,Ribeirão das Neves,Dermatologista,527
4210,Zina,1988-02-24,Belo Horizonte,Ortopedista,248
4211,Freddie,1965-01-09,Santa Luzia,Ortopedista,779
4212,Manuela,1998-01-31,Belo Horizonte,Dermatologista,462
4213,Aubrey,1965-07-03,Santa Luzia,Neurologista,102
4214,Ophie,1965-09-30,Contagem,Ortopedista,349
4215,Dennis,1960-05-05,Contagem,Dermatologista,544
4216,Rosia,1973-02-19,Contagem,Cardiologista,342
4217,Mata,1974-04-24,Betim,Ortopedista,322
4218,Neta,1954-03-24,Ribeirão das Neves,Dermatologista,206
4219,Sim,1991-10-11,Contagem,Cardiologista,459
4220,Florine,1945-11-16,Contagem,Cirurgião,488
4221,Beryl,1965-02-21,Belo Horizonte,Pediatra,594
4222,Media,1993-11-30,Contagem,Cirurgião,366
4223,Leon,1987-03-31,Contagem,Cirurgião,816
4224,Adolphus,1969-03-20,Ribeirão das Neves,Neurologista,813
4225,Ellen,1999-01-12,Santa Luzia,Cardiologista,537
4226,Osborne,1985-11-15,Belo Horizonte,Dermatologista,184
4227,Joann,1965-05-28,Contagem,Neurologista,140
4228,Lucille,1953-04-17,Santa Luzia,Ortopedista,766
4229,Cato,1945-07-31,Belo Horizonte,Neurologista,467
4230,Merritt,1975-04-21,Contagem,Cardiologista,787
4231,Icie,1961-02-25,Ribeirão das Neves,Cirurgião,906
4232,Huey,1955-01-21,Santa Luzia,Cardiologista,699
4233,Tollie,1972-05-09,Ribeirão das Neves,Pediatra,516
4234,Tinie,1984-06-14,Santa Luzia,Dermatologista,384
4235,Idell,1997-07-17,Belo Horizonte,Cardiologista,483
4236,Ashton,1977-08-04,Contagem,Cardiologista,771
4237,Curtis,1959-09-24,Contagem,Pediatra,318
4238,Ballard,1966-01-12,Belo Horizonte,Neurologista,851
4239,Rissie,1982-06-29,Santa Luzia,Ortopedista,703
4240,Anniebell,1959-05-13,Ribeirão das Neves,Cirurgião,832
4241,Vernie,1970-02-07,Contagem,Cardiologista,864
4242,Lindsey,1946-01-09,Contagem,Cardiologista,510
4243,Vina,1947-04-01,Contagem,Neurologista,442
4244,Elise,1964-08-15,Belo Horizonte,Cirurgião,50
4245,Priscilla,1986-09-30,Betim,Cardiologista,70
4246,Moselle,1975-01-11,Contagem,Cirurgião,890
4247,Deforest,1998-03-13,Contagem,Ortopedista,214
4248,Theta,1973-03-06,Ribeirão das Neves,Ortopedista,513
4249,Cindy,1980-11-04,Contagem,Pediatra,864
4250,Yvonne,1988-01-08,Ribeirão das Neves,Cirurgião,620
4251,Clemie,1986-09-04,Ribeirão das Neves,Pediatra,895
4252,Breta,1991-04-26,Contagem,Ortopedista,212
4253,Assunta,1982-01-31,Belo Horizonte,Dermatologista,115
